order_id,courier,order_date,promised_date,delivered_date,delay_days,city,zone,category,weight_kg
AMZ101664,Delhivery,2025-02-11,2025-02-14,2025-02-14,0,Chennai,North,Books,0.39
AMZ105008,Amazon Logistics,2025-04-14,2025-04-20,2025-04-24,4,Delhi,West,Clothing,0.94
AMZ108202,XpressBees,2024-05-04,2024-05-07,2024-05-08,1,Delhi,East,Beauty,0.75
AMZ108565,XpressBees,2024-09-25,2024-10-09,2024-10-11,2,Delhi,Central,Electronics,2.7
AMZ100892,DTDC,2025-08-10,2025-08-12,2025-08-12,0,Chennai,West,Grocery,1.59
AMZ104134,Amazon Logistics,2025-11-08,2025-11-09,2025-11-09,0,Kolkata,West,Grocery,0.44
AMZ101913,Amazon Logistics,2025-06-16,2025-06-18,2025-06-21,3,Bangalore,South,Home & Kitchen,1.65
AMZ103991,Delhivery,2025-03-10,2025-03-12,2025-03-13,1,Kochi,North,Home & Kitchen,3.07
AMZ107801,BlueDart,2025-03-20,2025-03-21,2025-03-21,0,Hyderabad,Central,Books,1.11
AMZ106016,XpressBees,2025-06-06,2025-06-09,2025-06-10,1,Bangalore,South,Grocery,0.16
AMZ101316,XpressBees,2024-11-28,2024-11-29,2024-12-02,3,Hyderabad,Central,Toys,0.1
AMZ107019,DTDC,2024-04-12,2024-04-15,2024-04-16,1,Bangalore,North,Books,4.83
AMZ101831,BlueDart,2024-08-09,2024-08-11,2024-08-12,1,Udupi,South,Home & Kitchen,0.35
AMZ109751,Delhivery,2025-04-02,2025-04-04,2025-04-05,1,Mumbai,South,Grocery,1.34
AMZ103429,XpressBees,2024-03-26,2024-04-01,2024-04-03,2,Kochi,Central,Beauty,1.81
AMZ106506,Ekart,2024-06-22,2024-06-23,2024-06-26,3,Mumbai,East,Books,1.85
AMZ105014,Amazon Logistics,2024-06-12,2024-06-22,2024-06-24,2,Kolkata,Central,Grocery,0.1
AMZ100682,Shiprocket,2025-09-27,2025-09-28,2025-10-01,3,Pune,Central,Grocery,0.35
AMZ108495,Delhivery,2024-07-20,2024-07-22,2024-07-23,1,Bangalore,East,Clothing,0.47
AMZ105236,Amazon Logistics,2024-11-03,2024-11-06,2024-11-07,1,Delhi,Central,Toys,0.39
AMZ106470,BlueDart,2024-12-18,2024-12-23,2024-12-25,2,Bangalore,Central,Home & Kitchen,0.1
AMZ103770,XpressBees,2025-08-13,2025-08-16,2025-08-21,5,Ahmedabad,West,Home & Kitchen,2.24
AMZ105966,BlueDart,2024-03-17,2024-03-20,2024-03-21,1,Bangalore,North,Home & Kitchen,0.15
AMZ100891,Ekart,2024-06-08,2024-06-11,2024-07-03,22,Mumbai,West,Toys,0.16
AMZ106240,BlueDart,2025-10-11,2025-10-14,2025-10-19,5,Delhi,Central,Clothing,1.56
AMZ101848,Ekart,2024-08-20,2024-09-03,2024-09-07,4,Bangalore,East,Home & Kitchen,0.16
AMZ104136,GATI,2024-05-07,2024-05-09,2024-05-10,1,Udupi,East,Books,2.22
AMZ108387,DTDC,2024-11-06,2024-11-09,2024-11-11,2,Chennai,Central,Clothing,2.77
AMZ100554,,2024-07-17,2024-07-21,2024-07-23,2,Pune,Central,Electronics,1.5
AMZ102475,GATI,2025-07-24,2025-07-28,2025-07-28,0,Ahmedabad,East,Grocery,0.23
AMZ102595,Shiprocket,2025-07-30,2025-08-02,2025-08-05,3,Kochi,West,Clothing,0.2
AMZ108858,BlueDart,2025-10-03,2025-10-06,2025-10-10,4,Mumbai,South,Electronics,0.1
AMZ105709,Amazon Logistics,2025-03-27,2025-04-03,2025-04-05,2,Hyderabad,East,Home & Kitchen,0.5
AMZ104199,Amazon Logistics,2024-02-17,2024-02-20,2024-02-24,4,Kochi,South,Books,0.73
AMZ101108,Ekart,2024-08-30,2024-08-31,2024-09-01,1,Chennai,East,Home & Kitchen,0.39
AMZ104328,E-kart,2024-06-20,2024-06-23,2024-06-25,2,Hyderabad,South,Grocery,0.4
AMZ108383,Ekart,2024-09-23,2024-09-25,2024-09-26,1,Bangalore,East,Electronics,1.01
AMZ109480,XpressBees,2025-08-20,2025-08-23,2025-08-25,2,Chennai,South,Beauty,1.36
AMZ105353,BlueDart,2024-07-26,2024-07-28,2024-07-29,1,Hyderabad,West,Clothing,1.35
AMZ108666,BlueDart,2025-10-03,2025-10-05,2025-10-07,2,Bangalore,North,Books,0.87
AMZ102780,BlueDart,2024-08-10,2024-08-12,2024-08-13,1,Hyderabad,Central,Clothing,0.82
AMZ102865,GATI,2024-12-10,2024-12-12,2024-12-14,2,Delhi,Central,Electronics,3.53
AMZ100056,Delhivery,2024-07-20,2024-07-25,2024-07-28,3,Mumbai,Central,Beauty,0.42
AMZ103458,Ekart,2025-11-06,2025-11-07,2025-11-07,0,Mumbai,East,Grocery,0.58
AMZ106631,Shiprocket,2025-04-05,2025-04-09,2025-04-10,1,Delhi,South,Beauty,4.51
AMZ104993,Ekart,2025-03-25,2025-03-29,2025-03-31,2,Mumbai,East,Toys,0.74
AMZ109337,Delhivery,2024-12-29,2024-12-31,2025-01-01,1,Kochi,West,Electronics,0.55
AMZ106262,Amazon Logistics,2024-08-16,2024-08-17,2024-08-20,3,Chennai,Central,Clothing,0.31
AMZ104659,BlueDart,2024-11-04,2024-11-06,2024-11-06,0,Mumbai,Central,Beauty,0.4
AMZ100495,BlueDart,2024-07-06,2024-07-08,2024-07-10,2,Hyderabad,Central,Grocery,1.92
AMZ102173,Ekart,2025-06-20,2025-06-25,2025-06-28,3,Mumbai,North,Beauty,0.57
AMZ108372,BlueDart,2025-08-07,2025-08-08,2025-08-08,0,Bangalore,Central,Clothing,3.88
AMZ101595,Ekart,2024-05-06,2024-05-09,2024-05-09,0,Bangalore,South,Electronics,0.1
AMZ104364,Ekart,2024-09-04,2024-09-07,2024-09-10,3,Chennai,East,Beauty,1.73
AMZ104692,Amazon Logistics,2024-10-18,2024-10-19,2024-10-20,1,Delhi,East,Books,1.32
AMZ107142,XpressBees,2025-03-25,2025-03-26,2025-03-26,0,Mumbai,North,Clothing,1.03
AMZ100821,Ekart,2024-09-04,2024-09-07,2024-09-07,0,Bangalore,Central,Home & Kitchen,0.32
AMZ102038,BlueDart,2025-08-02,2025-08-06,2025-08-09,3,Delhi,East,Toys,4.06
AMZ102081,BlueDart,2024-08-20,2024-08-21,2024-08-22,1,Delhi,South,Electronics,2.45
AMZ106638,GATI,2024-06-12,2024-06-17,2024-06-20,3,Chennai,North,Clothing,0.13
AMZ109829,Amazon Logistics,2025-01-07,2025-01-17,2025-01-20,3,Bangalore,East,Clothing,1.59
AMZ101168,BlueDart,2024-10-12,2024-10-15,2024-10-17,2,Mumbai,West,Electronics,0.16
AMZ100501,Ekart,2024-10-07,2024-10-09,2024-10-11,2,Delhi,North,Electronics,0.29
AMZ103437,XpressBees,2024-01-17,2024-01-21,2024-01-21,0,Delhi,East,Toys,5.36
AMZ101447,Delhivery,2025-03-27,2025-03-31,2025-03-31,0,Bangalore,Central,Clothing,0.31
AMZ102064,XpressBees,2024-07-19,2024-07-21,2024-07-23,2,Kolkata,Central,Books,1.02
AMZ102381,DTDC,2024-12-31,2025-01-02,2025-01-04,2,Delhi,East,Beauty,0.27
AMZ105289,Amazon Logistics,2024-08-31,2024-09-03,2024-09-06,3,Udupi,North,Beauty,1.21
AMZ100449,GATI,2024-04-16,2024-04-17,2024-04-18,1,Ahmedabad,South,Books,1.66
AMZ106259,Ekart,2025-02-03,2025-02-10,2025-02-11,1,Bangalore,East,Grocery,1.52
AMZ103911,GATI,2025-05-26,2025-05-29,2025-05-30,1,Delhi,Central,Beauty,0.33
AMZ103576,Ekart,2024-09-06,2024-09-08,2024-09-10,2,Hyderabad,North,Grocery,1.15
AMZ108394,BlueDart,2025-07-07,2025-07-09,2025-07-12,3,Delhi,West,Clothing,6.53
AMZ109294,Amazon Logistics,2024-02-27,2024-03-03,2024-03-06,3,Chennai,Central,Toys,0.27
AMZ102115,Ekart,2024-03-16,2024-03-19,2024-03-22,3,Kolkata,West,Electronics,0.3
AMZ101409,Ekart,2025-05-13,2025-05-18,2025-05-19,1,Bangalore,North,Home & Kitchen,0.67
AMZ103275,XpressBees,2024-04-16,2024-04-20,2024-04-23,3,Kochi,North,Beauty,0.32
AMZ107658,XpressBees,2025-10-12,2025-10-16,2025-10-17,1,Kochi,East,Grocery,0.21
AMZ102496,Amazon Logistics,2025-05-18,2025-05-19,2025-05-19,0,Mumbai,Central,Grocery,0.33
AMZ104150,Ekart,2025-05-04,2025-05-06,2025-05-09,3,Delhi,Central,Grocery,0.53
AMZ100381,Ekart,2025-01-01,2025-01-05,2025-01-06,1,Kolkata,West,Books,0.5
AMZ103480,Delhivery,2025-02-12,2025-02-19,2025-02-22,3,Delhi,South,Home & Kitchen,0.29
AMZ100260,XpressBees,2024-09-28,2024-10-01,2024-10-02,1,Udupi,North,Books,0.81
AMZ109862,Delhivery,2024-10-30,2024-11-03,2024-11-16,13,Delhi,East,Toys,0.64
AMZ105123,Ekart,2024-08-07,2024-08-12,2024-08-14,2,Delhi,Central,Grocery,0.1
AMZ100899,Delhivery,2025-03-10,2025-03-20,2025-03-21,1,Pune,West,Clothing,0.1
AMZ106341,Delhivery,2024-12-16,2024-12-19,2024-12-20,1,Mumbai,North,Grocery,3.95
AMZ104238,Ekart,2024-09-28,2024-10-01,2024-10-05,4,Mumbai,West,Toys,0.35
AMZ105255,Shiprocket,2025-01-17,2025-01-18,2025-01-22,4,Hyderabad,North,Home & Kitchen,0.1
AMZ103258,XpressBees,2024-07-25,2024-08-04,2024-08-06,2,Chennai,Central,Books,0.28
AMZ100818,BlueDart,2024-05-28,2024-05-31,2024-06-01,1,Ahmedabad,West,Home & Kitchen,0.22
AMZ102664,BlueDart,2024-06-03,2024-06-04,2024-06-06,2,Delhi,South,Electronics,1.72
AMZ104693,Delhivery,2024-04-18,2024-04-20,2024-04-22,2,Delhi,East,Toys,0.12
AMZ105799,Delhivery,2025-04-02,2025-04-04,2025-04-05,1,Kochi,Central,Grocery,0.63
AMZ107459,Amazon Logistics,2024-03-31,2024-04-01,2024-04-01,0,Chennai,West,Home & Kitchen,1.13
AMZ104064,XpressBees,2025-06-21,2025-06-25,2025-06-29,4,Pune,West,Grocery,8.72
AMZ101568,Amazon Logistics,2024-10-11,2024-10-14,2024-10-16,2,Bangalore,South,Home & Kitchen,1.12
AMZ105041,XpressBees,2024-01-05,2024-01-08,2024-01-09,1,Pune,North,Electronics,0.64
AMZ105754,Amazon Logistics,2024-04-30,2024-05-02,2024-05-03,1,Bangalore,South,Toys,2.06
AMZ107221,Amazon Logistics,2025-08-22,2025-08-26,2025-08-30,4,Hyderabad,Central,Clothing,2.0
AMZ106846,Ekart,2025-09-25,2025-09-29,2025-10-01,2,Delhi,West,Grocery,0.7
AMZ107759,GATI,2024-01-29,2024-02-02,2024-02-05,3,Pune,North,Grocery,1.49
AMZ100568,Ekart,2025-08-11,2025-08-15,2025-08-16,1,Hyderabad,East,Books,3.8
AMZ101787,Amazon Logistics,2024-07-21,2024-07-24,2024-07-21,-3,Kolkata,West,Books,0.35
